osm_type,osm_id,name,category,website,phone,opening_hours,addr,lat,lon,source,captured_at
node,6064664249,Galaxy Nails and Beauty Salon,perfumes/beauty,,+353-1-4539100,,"564, South Circular Road",53.3370864,-6.2989291,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6071990584,Radiance,perfumes/beauty,,,,Main Street,53.4034844,-6.1714135,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6073221045,Champion JD,clothes,,,,"Jervis Street, Dublin",53.3478995,-6.2658912,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6077829873,Lana's Beauty,perfumes/beauty,http://lanasbeauty.ie,+353-1-8285947,,"68, Main Street",53.4029657,-6.1577954,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6112928287,Dublin Vintage Factory,clothes,https://www.dublinvintagefactory.com/,,,"Wellington Quay, Dublin",53.3457552,-6.2642205,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6112928288,Tola Vintage,clothes,https://www.tolavintage.com,,,"Fownes Street Upper, Dublin",53.3452485,-6.2632943,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6112928289,Lucy's Lounge,clothes,https://www.etsy.com/uk/shop/LucysLoungeShop,,,"Fownes Street Upper, Dublin",53.3451866,-6.2632796,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6112928290,Nine Crows,clothes,https://www.shopninecrows.com/pages/our-temple-bar-shop,,,"Cecilia Street, Dublin",53.3449425,-6.2639096,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6113011325,Retro,clothes,,,,"George's Street Arcade, Dublin",53.342471,-6.2640913,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6113704754,Avant Beauty Studio by Richard Correia,perfumes/beauty,,,,"179, Townsend Street, Dublin",53.3458352,-6.2555398,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6128203800,The Mobile Hub,gadgets/electronics,,,,"36, Wellington Quay, Dublin, D02 EP63",53.3458021,-6.2639056,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6128203803,TanningSalon.ie,perfumes/beauty,https://tanningsalon.ie/,,"Mo-Sa 09:00-21:00; Su,PH 10:00-20:00","Wellington Quay, Dublin",53.3459332,-6.2631696,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6128203806,China Blue,clothes,,,,"Wellington Quay, Dublin",53.3459561,-6.2629999,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6151362836,Acupunture And Beauty,perfumes/beauty,,,,,53.2926257,-6.1384291,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6151989484,Salon Sia,perfumes/beauty,https://salonsia.ie/,+353-1-202-3216,Tu-Sa 09:00-17:00,"45c, O'Rourke Park",53.2778021,-6.1414861,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6163677287,Walk & Talk,gadgets/electronics,,+353-1-5614594,,Dorset Street Lower,53.3596693,-6.2616292,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6177303517,Mink,perfumes/beauty,https://www.mink.ie/,,"Mo-We 10:00-20:00, Th-Fr 10:00-21:00, Sa 09:00-18:00","45, Donnybrook Road, Dublin",53.3214676,-6.2353627,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6178626787,Frewen & Aylward,clothes,https://www.frewenmenswear.ie/,+353-1-280-3127,Mo-Sa 09:00-18:00; Su 12:30-17:30,"44, George's Street Lower, Dún Laoghaire, A96 TV21",53.2932342,-6.1384848,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6178628653,ValuMart,home appliances,,,,"45, George's Street Lower, Dún Laoghaire",53.2932061,-6.1384285,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6178723131,O'Connor Jewellers,jewellery,,,Mo-Fr 09:30-17:30; Sa 09:30-17:15; Su off,"51, George's Street Lower, Dún Laoghaire",53.2930486,-6.1380563,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6178764740,McManus Jewellery,jewellery,http://www.mcmanusjewellers.com/,+353-1-280-2202,Mo-Sa 09:00-16:00; Su off,"58, George's Street Lower, Dún Laoghaire",53.2928586,-6.1376198,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6178819985,CeX,gadgets/electronics,https://ie.webuy.com/,,Mo-Sa 09:30-18:00; Su 12:00-18:00,"68, George's Street Lower, Dún Laoghaire, A96HX37",53.2925865,-6.1369586,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6178834141,Salon 71,perfumes/beauty,,+353-1-214-0636,Mo-We 09:00-18:00; Th-Sa 09:00-19:00; Su 10:00-18:00,"71, George's Street Lower, Dún Laoghaire",53.2924991,-6.1367326,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6178848089,Tierney and Co.,jewellery,https://www.tierneysgifts.com/,+353-1-280-6361,Mo-Sa 10:00-17:00,"72, George's Street Lower, Dún Laoghaire",53.292465,-6.1366602,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6179001919,Barbara Kosznik,clothes,https://kosznik.com/,+353-1-280-6277,Mo-Sa 10:00-17:00; Su off,"93, George's Street Lower, Dún Laoghaire",53.2932563,-6.1380136,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6179116857,Essence of Beauty,perfumes/beauty,https://www.essenceofbeautydublin.com/,+353-1-230-4278,Mo-Fr 10:00-19:00; Sa 10:00-18:00; Su off,"110, George's Street Lower, Dún Laoghaire",53.2939809,-6.1397882,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6179116860,Eva Nails and Beauty,perfumes/beauty,,+353-1-280-8955,Mo-Sa 10:00-19:00; Su 11:00-17:00,"109, George's Street Lower, Dún Laoghaire",53.2939019,-6.1396104,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6179505934,New Paddy,gadgets/electronics,https://www.newpaddy.ie,+353-1-230-3852,Mo-Sa 10:00-18:00; Su off,"68, Convent Road, Dún Laoghaire",53.2924642,-6.1372168,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6179505936,Snow Nail and Beauty,perfumes/beauty,,+353-1-284-5784,Mo-We 10:00-18:00; Th 10:00-19:30; Sa 10:00-16:00; Su off,"70, Convent Road, Dún Laoghaire",53.2923725,-6.1373308,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6184660683,Florence Lingerie,clothes,https://www.florencelingerie.com/,+353-1-280-8641,Tu-Sa 10:00-17:30,"97, Patrick Street, Dún Laoghaire",53.2915076,-6.1370841,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6184960052,Shoe,clothes,https://shoeonline.ie,+353-1-280-3114,Mo-Sa 09:30-17:30; Su off,"18, Georges Street Upper, Dún Laoghaire, A96 T1X6",53.2917175,-6.1349764,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6184960053,Lily Lee Beauty Clinic,perfumes/beauty,https://www.lilyleebeauty.com/,+353-1-697-2267,"Tu,We 09:30-18:00; Th,Fr 09:30-21:00; Sa 10:00-18:00","18, Georges Street Upper, Dún Laoghaire, A96 T1X6",53.2917031,-6.1350126,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6185171881,Mr. Fixs,gadgets/electronics,,,,Mercer Street,53.3391183,-6.2642688,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6185260263,United Colors of Benetton,clothes,https://ie.benetton.com/,+353-1-6728698,"Mo-We,Fr,Sa 10:00-19:00; Th 10:00-20:00; Su 12:00-18:00","59, Grafton Street, Dublin",53.340437,-6.2609496,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6185260271,Alo,clothes,https://www.aloyoga.com/en-ie/,,,"Grafton Street, Dublin",53.3406658,-6.2609524,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6187145162,The North Face,clothes,https://locations.thenorthface.eu/dublin/dublin/TNFSD-GS42D/,,,"43, Grafton Street, Dublin",53.3405977,-6.260633,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6187145164,King of Trainers,clothes,https://www.jdsports.com/king-of-trainers,,,"40, Grafton Street, Dublin",53.3407731,-6.26055,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6187145167,Massimo Dutti,clothes,https://www.massimodutti.com/ie/,,,"65, Grafton Street, Dublin",53.340922,-6.2608001,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6187145168,Hugo Boss,clothes,https://www.hugoboss.com/ie/storedetail?storeid=9927208,,,"68, Grafton Street, Dublin",53.3409779,-6.2607632,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6187145169,Pandora,jewellery,https://stores.pandora.net/en-ie/ie-d/dublin/pandora-jewellery-iea47b0762.html,,,"35, Grafton Street, Dublin",53.3410442,-6.2604573,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6187145170,Dune London,clothes,https://www.dunelondon.com,,,"69, Grafton Street, Dublin",53.3410866,-6.260689,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6187146931,Boodles,jewellery,https://www.boodles.com/en-ie/pages/boodles-dublin,,,"71, Grafton Street, Dublin",53.3412881,-6.2605488,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6187146932,John Brereton,jewellery,https://www.brereton.ie/,,,"71, Grafton Street, Dublin",53.3412774,-6.2602814,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6187146934,Montblanc,gadgets/electronics,https://stores.montblanc.com/boutique/6674,+353-1-6799253,,"1, Anne Street South, Dublin",53.341259,-6.2601336,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6187146935,Astrid & Miyu,clothes,https://www.astridandmiyu.com/pages/dublin-boutique,,,"Anne Street South, Dublin",53.3412507,-6.2600662,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6192445086,The Sofa Factory,home appliances,https://thesofafactory.com/,+353-1-4513830,"Mo-Fr 11:00-15:00, Sa 10:00-15:00",Davitt Road,53.3354087,-6.3146969,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6196929744,Nouveau Glamour,perfumes/beauty,,+353-1-5343458,,"2a, Emmet Road",53.3404996,-6.307859,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6199648432,Flair,perfumes/beauty,https://www.flair.ie/KILMAINHAM-DUBLIN-STORE-SOUTH.html,+353-1-6713239,,"26-29, Old Kilmainham",53.3408008,-6.3039469,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6205542463,Nail Art Lana,perfumes/beauty,,,,North Circular Road,53.3600372,-6.2771335,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6205682336,Victoria's Secret,clothes,https://www.victoriassecret.ie/,,,"Grafton Street, Dublin",53.341524,-6.2601293,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6205757550,Fixstop Phonetix,gadgets/electronics,,,,"352, North Circular Road",53.3607291,-6.2734912,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6205880403,Nail & Beauty,perfumes/beauty,,,,"North Circular Road, Dublin",53.3608997,-6.273356,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6211308349,Pure Elegance,perfumes/beauty,https://pureelegance.ie/,+353-1-284-5405,Mo off; Tu-Sa 09:00-17:00; Su off,"40, Abbey Road, Deansgrange",53.2817272,-6.1600471,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6214434161,MB Glow,perfumes/beauty,,,,"30, Castle Street",53.3434245,-6.2690028,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6217439419,Diamond,perfumes/beauty,,+353-1-5357480,,"17, Berkeley Road",53.3588351,-6.2699166,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6217439420,LA Nails Studio,perfumes/beauty,,,,"16, Berkeley Road",53.3587869,-6.2698736,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6221821126,Nail It,perfumes/beauty,,,,,53.4008019,-6.2653158,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6222161651,Effies,perfumes/beauty,https://effies.ie/,+353-1-4730033,"Tu 10:00-18:00, We 10:00-18:30, Th 10:00-20:00, Fr 10:00-18:00, Sa 10:30-17:00",Patrick Street,53.3410391,-6.2725569,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6240760443,GS Hair & Nail Salon,perfumes/beauty,,+3534113525,Mo-Sa 09:00-19:00; Su 10:00-18:00,"48, Suir Road",53.3390748,-6.3077451,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6245850758,Piercer Charlie's Creations,jewellery,https://piercercharliescreations.ie/,+35389 446 0475,Mo-Su 10:00-18:00,"7, D'Olier Street, Dublin, D02 Hf60",53.3464031,-6.2584463,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6245890992,Coogan Bergin Clinic & College of Beauty Therapy,perfumes/beauty,https://www.cooganbergin.com/,+353-1-6794254,,"6-8, Wicklow Street",53.3428882,-6.2604769,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6245890995,John Michael Design,jewellery,https://johnmichael.ie/,,,"11, Wicklow Street",53.3429459,-6.2606728,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6253063823,Maguire's Outlet,clothes,https://maguiresoutlet.com/,,,Ballymun Road,53.4004015,-6.2644045,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6260897985,IT-FIX,gadgets/electronics,,,,"176, Parnell Street",53.3517241,-6.2633365,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6260908185,IT-FIX,gadgets/electronics,,,,"111, Capel Street, Dublin",53.3493649,-6.2692872,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6309075400,EZ Living Furniture,home appliances,https://www.ezlivingfurniture.ie/,+353 818 222272,"Mo-We 09:30-18:00; Th-Fr 09:30-20:00; Sa 09:30-18:00; Su,PH 12:00-18:00","Abberley Square North, D24 T99C",53.2884776,-6.3663874,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6330695508,Diamond Furniture,home appliances,https://www.diamondfurniture.ie,+353 1 450 8443,,Dublin,53.3233916,-6.3384743,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6332870729,Sweaty Betty,clothes,https://www.sweatybetty.com/shop-details/ireland-dublin-501,,,"32-33, Anne Street South, Dublin",53.3410976,-6.2601063,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6366489210,Brown Cow,perfumes/beauty,,+353-1-2074784,"Mo-Tu 11:00-20:00, We-Th 11:00-21:00, Fr 11:00-20:00, Sa 10:00-18:00","2-3, Blackglen Village Centre",53.2686718,-6.2426676,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6368908368,Neville Russell,perfumes/beauty,,,,Rathfarnham Road,53.309009,-6.2840994,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6372537850,Derek Byrne,clothes,,,,"7, Fields Terrace",53.3251445,-6.2555443,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6377025688,Clara Hand & Foot Spa,perfumes/beauty,http://claraspa.ie/,+353-1-2172817,,"14, Main Street",53.3015946,-6.1774617,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6433689519,Michelle Montgomery Studios,perfumes/beauty,https://mmstudios.ie/,,,"Dundrum Road, D14 NW80",53.3011612,-6.2459655,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6433689543,Softtech Computers,gadgets/electronics,,,,Dundrum Road,53.2972078,-6.2468311,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6434652374,Matt Britton,home appliances,,,Mo-Fr 09:00-17:30; Sa 09:00-17:00; Su 12:00-17:00,,53.2916429,-6.2464363,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6434652380,TaningSalon.ie,perfumes/beauty,,,Mo-Sa 09:00-23:00; Su 10:00-22:00,Dundrum,53.2939062,-6.2464423,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6466955120,Beauty Time,perfumes/beauty,https://beautytime.ie/,+353-1-205-4000,Mo 09:00-14:00; Tu-Fr 09:00-20:00; Sa 09:00-17:00; Su off,"48a, Georges Street Upper, Dún Laoghaire",53.2900374,-6.1311964,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6544830664,Goldsmiths,jewellery,,,,"96, Talbot Street, Dublin, 1",53.3502655,-6.2567934,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6544830666,GSM Workshop,gadgets/electronics,,,,,53.3502425,-6.256932,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6553697764,B Fab,clothes,,,,"97, George's Street Lower, Dún Laoghaire",53.2934205,-6.1385003,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6620944401,Right Style Furniture,home appliances,,,,"Belgard Road, Tallaght",53.2941037,-6.3720322,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6649584879,Clothes Peg,clothes,,,,Howth Road,53.3894223,-6.1092068,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6649643985,Nail Nirvana,perfumes/beauty,,,,Howth Road,53.3894399,-6.1090512,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6657477719,Maggie & Me,clothes,,+353-1-8394305,,"13, Main Street",53.3851329,-6.0651826,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6660270538,Howth Haven,perfumes/beauty,http://howthhavenbeauty.com/,+353-1-8394979,,Harbour Road,53.3876598,-6.0670513,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6660318793,Reboot,gadgets/electronics,,,,Harbour Road,53.387705,-6.0677227,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6677959860,Paul Mar Jewellers,jewellery,,,,,53.3896198,-6.1097251,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6680215401,Vodafone,gadgets/electronics,https://www.vodafone.ie/,353-1-283-4111,Mo-We 09:00-18:00; Th 09:00-21:00; Fr 09:00-19:00; Sa 09:30-18:00; Su 10:00-18:00,"Rock Hill, Blackrock",53.3012784,-6.1813951,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6680245081,Murray Mobile,gadgets/electronics,,,Mo-Su 11:00-21:00,,53.3009698,-6.1817139,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6749206541,Happy Days Fashion Retail,clothes,,,,,53.2742809,-6.193808,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6749206542,Lotus Nails,perfumes/beauty,,,,,53.2742664,-6.1938576,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6772160807,Diesel,clothes,https://diesel.ie/,,,"Grafton Street, Dublin",53.3415738,-6.2603653,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6772160809,Eir,gadgets/electronics,,,,"Grafton Street, Dublin",53.3417765,-6.2599663,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6772160813,Hickey's,perfumes/beauty,https://www.hickeyspharmacies.ie/store/hickeys-pharmacy-grafton-st/,,,"21, Grafton Street, Dublin",53.3419202,-6.2598694,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6772160814,Carl Scarpa,clothes,https://www.carlscarpa.com/en/Grafton-Street-Carl-Scarpa/cc-36.aspx,,"Mo-We 10:00-19:00; Th,Fr 10:00-20:00; Sa 09:30-20:00; Su 11:00-18:30","Grafton Street, Dublin",53.3417348,-6.2599907,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6772160820,claire's,gadgets/electronics,https://stores.claires.com/ie-d/dublin/591.html,,,"Grafton Street, Dublin",53.3418143,-6.2599378,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6772160823,fields,jewellery,https://www.fields.ie/graftonstreet.html,,,"Grafton Street, Dublin",53.3418593,-6.259914,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6789905190,Currys,gadgets/electronics,https://www.currys.ie/,,,"Mary Street, Dublin",53.3478127,-6.2656875,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6796012355,Dialamattress,home appliances,https://www.dialamattress.ie/,,"Su 12:00-17:00, Mo 11:00-17:00, Tu 10:00-17:00, We-Fr 10:00-17:30, Sa 10:00-17:00","296, Cappagh Road, Dublin",53.3915497,-6.3188055,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6957746589,Dream In Reality,home appliances,,+353 1 429 7969,,"8, Tyrconnell Road, Inchicore, D08 YF2D",53.3390263,-6.3220557,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6958681641,Goatstown Pharmacy,perfumes/beauty,,(01) 296 5244,,,53.2922179,-6.2293475,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6958681672,HealthWave,perfumes/beauty,,,"Mo-Fr 08:00-13:00,14:00-20:00; Sa 10:00-14:00",,53.2861645,-6.2388883,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6979599485,(unnamed),gadgets/electronics,,,,,53.3506864,-6.2541784,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6983479285,Vodafone,gadgets/electronics,,,,"Henry Street, Dublin",53.3494181,-6.2620837,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6984776456,Costume,clothes,https://costumedublin.ie/,,,"Castle Market, Dublin",53.3423555,-6.2631456,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6984776458,The Turret,clothes,https://theturret.ie/,,,"Castle Market, Dublin",53.3423771,-6.2627453,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6984776459,Rare,jewellery,https://rare.ie/,,,"Castle Market, Dublin",53.3423374,-6.2630676,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6984776460,Thérapie Clinic,perfumes/beauty,https://therapieclinic.com/locations/south-william-street,+353 1 223 8712,Mo 10:00-21:00; Tu 10:00-18:00; We 10:00-20:00; Th 09:00-20:00; Fr 10:00-19:00; Sa 09:00-18:00; Su closed,"William Street South, Dublin",53.3425156,-6.2621534,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,6984962680,Elysian Brows,perfumes/beauty,,,,"William Street South, Dublin",53.3410755,-6.2634488,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,7030951795,Maja Nails & Beauty,perfumes/beauty,http://majanailsandbeauty.com/,+353-86-7948333,Mo off; Tu 10:00-18:00; We 10:00-18:30; Th 10:00-20:00; Fr 10:00-19:00; Sa 10:00-17:00; Su off,"71, York Road, Dún Laoghaire",53.2943949,-6.1425443,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,7292491645,Skye Nails,perfumes/beauty,,+353 1 535 8438,Mo-Fr 10:00-19:00; Sa 10:00-18:00; Su 11:00-17:00,,53.3442931,-6.3706905,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,7292491647,Sunny Island,perfumes/beauty,,,,,53.3443382,-6.3706751,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,7475727119,Sunny Sky Solarium,perfumes/beauty,,,,,53.3364656,-6.287406,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,7579324793,DFS,home appliances,https://www.dfs.ie/,+353-1-294-6484,Mo-Fr 10:00-20:00; Sa 10:00-18:00; Su 11:00-18:00,"8, Carrickmines Park",53.2503966,-6.185402,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,7762652443,Finglas Hair and Beauty Spot,perfumes/beauty,,,,Main Street,53.3878071,-6.2979231,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,7801490164,The Blind Shop,home appliances,https://www.theblindshop.ie,,,,53.3450407,-6.3776585,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,7801490168,Cawley's,home appliances,https://www.cawleysfurniture.ie,+353 1 626 8182,"Mo-Fr 08:30-13:00, 13:30-17:30; Sa, Su off",,53.3465585,-6.378628,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,7840435032,Core Beauty,perfumes/beauty,,,,,53.2758267,-6.3531017,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8038094586,(unnamed),perfumes/beauty,,,,,53.2992477,-6.3596855,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8038094589,(unnamed),perfumes/beauty,,,,,53.2993096,-6.3598806,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8251904529,Bespoke Sofa,home appliances,https://www.bespokesofa.ie/,+353-1-663-6363,Mo-Sa 10:00-17:30,"Unit 1 & 2, The Lighthouse, George's Street Lower, Dún Laoghaire, A96H6YO",53.2941665,-6.1409457,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8287135445,Laser Express Beauty,perfumes/beauty,http://laserexpressbeauty.ie/,+353 1 872 6900,Tu-Sa 09:30-14:00,"58, Bolton Street, Dublin",53.351284,-6.2700396,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8521097187,Rainbow Salon,perfumes/beauty,,,,,53.343327,-6.3560552,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8521097192,NCBI Charity Shop,clothes,,,,,53.3420706,-6.3566936,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8521097199,Ballyfermot Tech,gadgets/electronics,,,,,53.342416,-6.3526669,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8521097201,Angels,clothes,,,,,53.3420258,-6.3529266,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8521097209,vincent's,clothes,,,,,53.3421424,-6.3566805,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8521097210,Murray Mobile,gadgets/electronics,,,,,53.3432818,-6.3564579,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8812544032,Replenish Spa,perfumes/beauty,https://www.rochestownlodge.com/spa/replenish,+353-1-285-3555,Mo-Sa 10:00-18:00; Su off,,53.2694512,-6.1417986,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8853942744,Cobbler's Wardrobe,clothes,,,,,53.332157,-6.2148258,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8855254682,IT Star,gadgets/electronics,https://itstar.ie/,+353-1-558-9306,Mo-We 10:00-18:00; Th-Sa 10:00-19:00; Su 12:00-18:00,Georges Street Upper,53.292322,-6.1356524,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8870036821,Skinwise Aesthetics,perfumes/beauty,https://skinwiseaesthetics.com,+353-85-257-4797,Mo-We 09:30-19:00; Th 09:30-20:00; Fr 09:30-20:00; Sa 09:00-17:00,"unit 2, Georges Street Upper, Dún Laoghaire",53.2905085,-6.1322353,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8952195599,McAulliffe Pharmacy,perfumes/beauty,,,,,53.3327945,-6.2161208,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8952195602,Arabella's Pop-up,clothes,,,,,53.3327454,-6.2160728,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,8952327738,Eclipse Clothing,clothes,,,,,53.33254,-6.2158483,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,9083851622,Bespace,home appliances,https://bespace.ie/,+353-1-210-8364,,"2, Kilmacud Road Lower, Stillorgan, A94 F898",53.2885029,-6.2049305,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,9122745580,Ely Beauty Clinic,perfumes/beauty,,+353-1-4950000,,Nutgrove Avenue,53.2945498,-6.2790533,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
node,9205674941,H&M,clothes,,,,,53.2859829,-6.3716408,OpenStreetMap Overpass,2026-02-16T09:47:58+00:00
